name,cik,sic_code,sic_description,ticker,exchange,state,city,s1_filing_date,founding_date,founded_since_2000
"Evofem Biosciences, Inc.",0001618835,2834,Pharmaceutical Preparations,EVFM,OTC,CA,SAN DIEGO,2014-10-17,2007-02-01,True
Evoke Pharma Inc,0001403708,2834,Pharmaceutical Preparations,EVOK,Nasdaq,CA,SOLANA BEACH,2013-05-24,2007-01-01,True
"Evolus, Inc.",0001570562,2834,Pharmaceutical Preparations,EOLS,Nasdaq,CA,NEWPORT BEACH,2018-01-09,2012-11-01,True
"EXICURE, INC.",0001698530,2834,Pharmaceutical Preparations,XCUR,Nasdaq,IL,CHICAGO,2017-11-28,2017-02-06,True
Felicitex Therapeutics Inc.,0001912287,2834,Pharmaceutical Preparations,,,MA,NATICK,2022-08-10,2012-01-01,True
"FibroBiologics, Inc.",0001958777,2834,Pharmaceutical Preparations,FBLG,Nasdaq,TX,HOUSTON,2023-11-07,2021-04-01,True
"FIRST CHINA PHARMACEUTICAL GROUP, INC.",0001432254,2834,Pharmaceutical Preparations,,,F4,"KUNMING CITY, YUNNAN PROVINCE",2008-05-28,2007-07-31,True
Flexion Therapeutics Inc,0001419600,2834,Pharmaceutical Preparations,,,MA,BURLINGTON,2014-01-08,2007-11-01,True
Foghorn Therapeutics Inc.,0001822462,2834,Pharmaceutical Preparations,FHTX,Nasdaq,MA,CAMBRIDGE,2020-10-02,2015-10-01,True
"Forte Biosciences, Inc.",0001419041,2834,Pharmaceutical Preparations,FBRX,Nasdaq,TX,DALLAS,2017-03-09,2007-08-01,True
"Fulcrum Therapeutics, Inc.",0001680581,2834,Pharmaceutical Preparations,FULC,Nasdaq,MA,CAMBRIDGE,2019-06-21,2007-01-01,True
"Galecto, Inc.",0001800315,2834,Pharmaceutical Preparations,GLTO,Nasdaq,MA,BOSTON,2020-10-07,2019-10-01,True
"Galera Therapeutics, Inc.",0001563577,2834,Pharmaceutical Preparations,GRTX,OTC,PA,MALVERN,2019-10-11,2012-11-01,True
Gelesis Inc,0001385374,2834,Pharmaceutical Preparations,,,ma,boston,2015-04-01,2006-02-01,True
GENELUX Corp,0001231457,2834,Pharmaceutical Preparations,GNLX,Nasdaq,CA,WESTLAKE VILLAGE,2022-06-24,2001-09-01,True
"Genprex, Inc.",0001595248,2834,Pharmaceutical Preparations,GNPX,Nasdaq,TX,AUSTIN,2017-07-21,2009-04-01,True
"Global Blood Therapeutics, Inc.",0001629137,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,2015-07-08,2011-02-01,True
GLOBAL GREEN INC.,0001522724,2834,Pharmaceutical Preparations,,,FL,TALLAHASSEE,2011-06-10,2004-07-12,True
GlobeStar Therapeutics Corp,0001502152,2834,Pharmaceutical Preparations,,,WA,RICHLAND,2010-11-03,2010-09-16,True
"Gossamer Bio, Inc.",0001728117,2834,Pharmaceutical Preparations,GOSS,Nasdaq,CA,SAN DIEGO,2018-12-21,2015-10-01,True
"Greater Cannabis Company, Inc.",0001695473,2834,Pharmaceutical Preparations,GCAN,,MD,BALTIMORE,2017-06-20,2014-03-01,True
GridAI Technologies Corp.,0001604191,2834,Pharmaceutical Preparations,GRDX,Nasdaq,FL,BOCA RATON,2016-07-13,2008-10-01,True
"Guardion Health Sciences, Inc.",0001642375,2834,Pharmaceutical Preparations,,,TX,HOUSTON,2016-02-11,2009-12-01,True
"Harmony Biosciences Holdings, Inc.",0001802665,2834,Pharmaceutical Preparations,HRMY,Nasdaq,PA,PLYMOUTH MEETING,2020-07-27,2017-05-01,True
"HARROW, INC.",0001360214,2834,Pharmaceutical Preparations,HROW,Nasdaq,TN,NASHVILLE,2012-07-25,2006-01-01,True
HCW Biologics Inc.,0001828673,2834,Pharmaceutical Preparations,HCWB,Nasdaq,FL,MIRAMAR,2021-05-26,2018-04-01,True
"Healthcare Royalty, Inc.",0001859651,2834,Pharmaceutical Preparations,,,CT,STAMFORD,2021-07-01,2006-01-01,True
HELICOS BIOSCIENCES CORP,0001274563,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2007-02-28,2003-05-01,True
Hemoglobin Oxygen Therapeutics LLC,0001615647,2834,Pharmaceutical Preparations,,,PA,SOUDERTON,2022-04-26,2014-02-01,True
"Hoth Therapeutics, Inc.",0001711786,2834,Pharmaceutical Preparations,HOTH,Nasdaq,NY,NEW YORK,2018-10-10,2017-05-01,True
"Hoverink Biotechnologies, Inc.",0001586494,2834,Pharmaceutical Preparations,,,CA,LOS ANGELES,2015-09-08,2013-07-01,True
HYPERION THERAPEUTICS INC,0001386858,2834,Pharmaceutical Preparations,,,CA,BRISBANE,2012-04-13,2000-01-01,True
HypGen Inc,0001653629,2834,Pharmaceutical Preparations,,,CA,CENTURY CITY,2015-10-13,2015-03-26,True
"IASO BioMed, Inc.",0001662907,2834,Pharmaceutical Preparations,,,CO,CENTENNIAL,2016-12-14,2015-03-11,True
IASO PHARMA INC,0001422702,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2010-04-15,2006-10-01,True
"IDEAYA Biosciences, Inc.",0001676725,2834,Pharmaceutical Preparations,IDYA,Nasdaq,CA,SOUTH SAN FRANCISCO,2019-04-26,2015-06-01,True
"Ignyta, Inc.",0001557421,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2012-09-13,2012-08-21,True
il2m INTERNATIONAL CORP.,0001520512,2834,Pharmaceutical Preparations,,,CA,BURBANK,2011-08-31,2010-06-01,True
"Imago BioSciences, Inc.",0001623715,2834,Pharmaceutical Preparations,,,CA,REDWOOD CITY,2021-06-25,2007-01-01,True
IMMAGE BIOTHERAPEUTICS CORP.,0001564273,2834,Pharmaceutical Preparations,,,MD,BETHESDA,2012-12-10,2012-06-21,True
"Immix Biopharma, Inc.",0001873835,2834,Pharmaceutical Preparations,IMMX,Nasdaq,CA,LOS ANGELES,2021-09-17,2018-01-01,True
IMMUNE DESIGN CORP.,0001437786,2834,Pharmaceutical Preparations,,,WA,SEATTLE,2014-06-23,2008-02-01,True
Immuneering Corp,0001790340,2834,Pharmaceutical Preparations,IMRX,Nasdaq,MA,CAMBRIDGE,2021-07-09,2008-01-01,True
"IMMUNIC, INC.",0001280776,2834,Pharmaceutical Preparations,IMUX,Nasdaq,X1,NEW YORK,2013-10-11,2003-01-01,True
IMPACT BIOMEDICAL INC.,0001834105,2834,Pharmaceutical Preparations,IBO,NYSE,TX,HOUSTON,2021-02-12,2018-10-01,True
Incannex Healthcare Inc.,0001873875,2834,Pharmaceutical Preparations,IXHL,Nasdaq,,NORWEST NSW,2024-07-03,2023-07-01,True
"Indaptus Therapeutics, Inc.",0001857044,2834,Pharmaceutical Preparations,INDP,Nasdaq,NY,NEW YORK,2021-09-24,2000-09-21,True
INERGETICS INC,0000072170,2834,Pharmaceutical Preparations,,,NJ,NEWARK,2014-08-01,2000-11-01,True
InMed Pharmaceuticals Inc.,0001728328,2834,Pharmaceutical Preparations,INM,Nasdaq,A1,VANCOUVER,2020-06-19,2014-01-01,True
"INNOVUS PHARMACEUTICALS, INC.",0001411879,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2012-08-08,2000-01-01,True
INSITE VISION INC,0000802724,2834,Pharmaceutical Preparations,,,CA,ALAMEDA,2011-08-04,2007-05-02,True
"INSYS THERAPEUTICS, INC.",0001409532,2834,Pharmaceutical Preparations,,,AZ,PHOENIX,2007-08-17,2002-10-01,True
"Insys Therapeutics, Inc.",0001516479,2834,Pharmaceutical Preparations,,,AZ,PHOENIX,2011-03-30,2002-10-01,True
IntelGenx Technologies Corp.,0001098880,2834,Pharmaceutical Preparations,,,A8,SAINT LAURENT,2008-04-28,2003-06-15,True
International Stem Cell CORP,0001355790,2834,Pharmaceutical Preparations,ISCO,OTC,CA,SAN DIEGO,2009-07-31,2006-06-01,True
"Intra-Cellular Therapies, Inc.",0001567514,2834,Pharmaceutical Preparations,,,NJ,BEDMINSTER,2013-09-18,2012-08-01,True
"IO Biotech, Inc.",0001865494,2834,Pharmaceutical Preparations,IOBT,Nasdaq,G7,COPENHAGEN,2021-10-15,2014-12-01,True
Iterum Therapeutics plc,0001659323,2834,Pharmaceutical Preparations,ITRM,Nasdaq,L2,DUBLIN 1,2018-05-01,2015-06-01,True
"Jaguar Health, Inc.",0001585608,2834,Pharmaceutical Preparations,JAGX,Nasdaq,CA,SAN FRANCISCO,2016-01-07,2013-06-01,True
"Janux Therapeutics, Inc.",0001817713,2834,Pharmaceutical Preparations,JANX,Nasdaq,CA,SAN DIEGO,2021-05-19,2017-06-01,True
Jiaheng Ruiji International Trade Co Inc.,0002095139,2834,Pharmaceutical Preparations,,,,BEIJING CITY,2025-11-20,2025-07-11,True
"Jiangbo Pharmaceuticals, Inc.",0001091164,2834,Pharmaceutical Preparations,,,F4,"LAIYANG CITY, YANTAI, SHANDONG",2008-07-14,2001-08-15,True
"JUPITER NEUROSCIENCES, INC.",0001679628,2834,Pharmaceutical Preparations,JUNS,Nasdaq,FL,JUPITER,2021-10-12,2016-01-01,True
K-V Pharmaceutical Co,0000057055,2834,Pharmaceutical Preparations,,,MO,CHESTERFIELD,2011-05-06,2009-01-01,True
"Kadmon Holdings, Inc.",0001557142,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2016-06-10,2000-04-01,True
"Kairos Pharma, LTD.",0001962011,2834,Pharmaceutical Preparations,KAPA,NYSE,CA,LOS ANGELES,2023-09-29,2013-06-17,True
"KalVista Pharmaceuticals, Inc.",0001348911,2834,Pharmaceutical Preparations,KALV,Nasdaq,MA,FRAMINGHAM,2014-12-29,2004-03-01,True
"Kindred Biosciences, Inc.",0001561743,2834,Pharmaceutical Preparations,,,CA,BURLINGAME,2013-11-08,2012-09-25,True
"Kiniksa Pharmaceuticals International, plc",0001730430,2834,Pharmaceutical Preparations,KNSA,Nasdaq,,LONDON,2018-04-27,2015-07-01,True
Kinnate Biopharma Inc.,0001797768,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2020-11-13,2018-01-01,True
KOLLTAN PHARMACEUTICALS INC,0001442835,2834,Pharmaceutical Preparations,,,CT,NEW HAVEN,2014-09-12,2007-11-01,True
"Korro Bio, Inc.",0001703647,2834,Pharmaceutical Preparations,KRRO,Nasdaq,MA,CAMBRIDGE,2019-09-06,2014-11-01,True
"Kronos Bio, Inc.",0001741830,2834,Pharmaceutical Preparations,,,CA,SAN MATEO,2020-09-18,2017-06-01,True
KUBOTA PHARMACEUTICAL HOLDINGS CO LTD,0001400482,2834,Pharmaceutical Preparations,,,M0,TOKYO,2013-12-17,2002-04-01,True
"Kura Oncology, Inc.",0001422143,2834,Pharmaceutical Preparations,KURA,Nasdaq,CA,SAN DIEGO,2015-04-17,2007-11-01,True
"Kuvatris Therapeutics, Inc.",0001811623,2834,Pharmaceutical Preparations,,,NY,TARRYTOWN,2020-07-02,2003-01-01,True
KYTHERA BIOPHARMACEUTICALS INC,0001436304,2834,Pharmaceutical Preparations,,,CA,CALABASAS,2012-05-17,2004-06-01,True
Lakewood-Amedex Biotherapeutics Inc.,0002079272,2834,Pharmaceutical Preparations,,,FL,UNIVERSITY PARK,2026-01-09,2008-01-01,True
"Landos Biopharma, Inc.",0001785345,2834,Pharmaceutical Preparations,,,VA,BLACKSBURG,2021-01-13,2017-01-01,True
Lantern Pharma Inc.,0001763950,2834,Pharmaceutical Preparations,LTRN,Nasdaq,TX,DALLAS,2020-04-16,2013-11-01,True
"Larimar Therapeutics, Inc.",0001374690,2834,Pharmaceutical Preparations,LRMR,Nasdaq,PA,BALA CYNWYD,2014-04-18,2005-11-01,True
Lexaria Bioscience Corp.,0001348362,2834,Pharmaceutical Preparations,LEXX,Nasdaq,A1,KELOWNA,2011-07-21,2004-12-09,True
LianBio,0001831283,2834,Pharmaceutical Preparations,LIANY,OTC,NJ,PRINCETON,2021-10-01,2018-01-01,True
Light Sciences Oncology Inc,0001342272,2834,Pharmaceutical Preparations,,,WA,BELLEVUE,2006-04-21,2004-12-01,True
LIPELLA PHARMACEUTICALS INC.,0001347242,2834,Pharmaceutical Preparations,LIPO,OTC,PA,PITTSBURGH,2022-07-29,2018-03-01,True
Lipocine Inc.,0001535955,2834,Pharmaceutical Preparations,LPCN,Nasdaq,X1,SALT LAKE CITY,2011-11-30,2011-10-13,True
"Lirum Therapeutics, Inc.",0001965411,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2024-03-11,2021-01-01,True
"Lite Strategy, Inc.",0001262104,2834,Pharmaceutical Preparations,LITS,Nasdaq,CA,SAN DIEGO,2012-02-21,2000-12-01,True
"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",0001335105,2834,Pharmaceutical Preparations,LIXT,Nasdaq,FL,BOCA RATON,2020-09-03,2015-01-01,True
"Lomond Therapeutics Holdings, Inc.",0001900520,2834,Pharmaceutical Preparations,,,DE,DOVER,2024-11-27,2020-01-22,True
"Longboard Pharmaceuticals, Inc.",0001832168,2834,Pharmaceutical Preparations,,,CA,LA JOLLA,2021-02-19,2020-01-01,True
Longeveron Inc.,0001721484,2834,Pharmaceutical Preparations,LGVN,Nasdaq,FL,MIAMI,2021-01-19,2014-01-01,True
"Lotus Pharmaceuticals, Inc.",0001292087,2834,Pharmaceutical Preparations,,,F4,BEIJING,2008-05-13,2000-06-21,True
"Loxo Oncology, Inc.",0001581720,2834,Pharmaceutical Preparations,,,CT,STAMFORD,2014-06-30,2013-05-01,True
Luckwel Pharmaceuticals Inc.,0001567098,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2013-04-12,2013-01-02,True
"Lucy Scientific Discovery, Inc.",0001865127,2834,Pharmaceutical Preparations,,,A1,VICTORIA,2022-01-21,2017-01-01,True
"Lumena Pharmaceuticals, Inc.",0001513157,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2014-04-02,2011-01-01,True
Lunai Bioworks Inc.,0001527728,2834,Pharmaceutical Preparations,LNAI,Nasdaq,CA,SUITE 906 LOS ANGELES,2014-02-14,2011-01-01,True
"Lyell Immunopharma, Inc.",0001806952,2834,Pharmaceutical Preparations,LYEL,Nasdaq,CA,SOUTH SAN FRANCISCO,2021-05-25,2018-06-01,True
"MAIA Biotechnology, Inc.",0001878313,2834,Pharmaceutical Preparations,MAIA,NYSE,IL,CHICAGO,2022-04-11,2018-08-01,True
"MAP Pharmaceuticals, Inc.",0001401923,2834,Pharmaceutical Preparations,,,CA,MOUNTAIN VIEW,2007-06-18,2003-07-01,True
"MapLight Therapeutics, Inc.",0001770069,2834,Pharmaceutical Preparations,MPLT,Nasdaq,CA,REDWOOD CITY,2025-09-19,2018-11-01,True
"MARAVAI LIFESCIENCES HOLDINGS, INC.",0001823239,2834,Pharmaceutical Preparations,MRVI,Nasdaq,CA,SAN DIEGO,2020-10-29,2020-08-01,True
"MARINUS PHARMACEUTICALS, INC.",0001267813,2834,Pharmaceutical Preparations,,,PA,RADNOR,2014-05-12,2003-08-01,True
"Matinas BioPharma Holdings, Inc.",0001582554,2834,Pharmaceutical Preparations,MTNB,NYSE,NJ,BEDMINSTER,2014-01-21,2011-08-12,True
"MBX Biosciences, Inc.",0001776111,2834,Pharmaceutical Preparations,MBX,Nasdaq,IN,CARMEL,2024-08-23,2018-08-01,True
"MED-X, INC.",0001620704,2834,Pharmaceutical Preparations,,,CA,CANOGA PARK,2022-09-08,2014-02-01,True
MEDICINOVA INC,0001226616,2834,Pharmaceutical Preparations,MNOV,Nasdaq,CA,LA JOLLA,2004-10-01,2000-09-01,True
"Melt Pharmaceuticals, Inc.",0001767398,2834,Pharmaceutical Preparations,,,TN,BRENTWOOD,2022-09-21,2018-04-01,True
MERRIMACK PHARMACEUTICALS INC,0001274792,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2011-07-08,2010-10-01,True
"Mersana Therapeutics, Inc.",0001442836,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2017-06-01,2002-02-01,True
"Metacrine, Inc.",0001634379,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2020-08-24,2014-09-01,True
"MetaStat, Inc.",0001404943,2834,Pharmaceutical Preparations,,,MA,BOSTON,2015-04-10,2007-03-28,True
"Metsera, Inc.",0002040807,2834,Pharmaceutical Preparations,MTSR,Nasdaq,NY,NEW YORK,2025-01-10,2022-06-01,True
"MICROLIN BIO, INC.",0001590930,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2014-01-10,2013-07-01,True
Milestone Pharmaceuticals Inc.,0001408443,2834,Pharmaceutical Preparations,MIST,Nasdaq,A8,MONTREAL,2019-04-12,2003-01-01,True
"MIRA PHARMACEUTICALS, INC.",0001904286,2834,Pharmaceutical Preparations,MIRA,Nasdaq,FL,MIAMI,2023-06-29,2020-09-01,True
"Mirum Pharmaceuticals, Inc.",0001759425,2834,Pharmaceutical Preparations,MIRM,Nasdaq,CA,FOSTER CITY,2019-06-21,2018-05-01,True
"MIX 1 LIFE, INC.",0001501112,2834,Pharmaceutical Preparations,,,AZ,SCOTTSDALE,2010-10-22,2009-06-10,True
"Modern Mobility Aids, Inc.",0001497165,2834,Pharmaceutical Preparations,,,A6,TORONTO,2010-08-23,2007-12-19,True
"Moleculin Biotech, Inc.",0001659617,2834,Pharmaceutical Preparations,MBRX,Nasdaq,TX,HOUSTON,2016-02-01,2015-07-01,True
Monopar Therapeutics,0001645469,2834,Pharmaceutical Preparations,MNPR,Nasdaq,IL,WILMETTE,2019-08-15,2015-12-16,True
"Morphic Holding, Inc.",0001679363,2834,Pharmaceutical Preparations,,,MA,WALTHAM,2019-05-30,2014-01-01,True
MultiVir Inc.,0001613490,2834,Pharmaceutical Preparations,,,TX,HOUSTON,2015-03-30,2009-01-01,True
"MyoKardia, Inc.",0001552451,2834,Pharmaceutical Preparations,,,CA,BRISBANE,2015-09-28,2012-06-01,True
Myovant Sciences Ltd.,0001679082,2834,Pharmaceutical Preparations,,,X0,LONDON,2016-09-30,2016-02-01,True
NANOMIX Corp,0001473579,2834,Pharmaceutical Preparations,,,MA,LAWRENCE,2010-02-08,2009-08-24,True
"NANOVIRICIDES, INC.",0001379006,2834,Pharmaceutical Preparations,NNVC,NYSE,CT,SHELTON,2019-09-27,2005-05-01,True
Nascent Biotech Inc.,0001622057,2834,Pharmaceutical Preparations,,,FL,NORTH PALM BEACH,2019-09-19,2014-03-03,True
"NEONC TECHNOLOGIES HOLDINGS, INC.",0001979414,2834,Pharmaceutical Preparations,NTHI,Nasdaq,CA,CALABASAS,2023-12-18,2005-04-13,True
"Neos Therapeutics, Inc.",0001467652,2834,Pharmaceutical Preparations,,,TX,GRAND PRAIRIE,2015-06-19,2007-01-01,True
Neurogene Inc.,0001404644,2834,Pharmaceutical Preparations,NGNE,Nasdaq,NY,NEW YORK,2014-01-28,2003-12-01,True
"NEUROPATHIX, INC.",0001615999,2834,Pharmaceutical Preparations,,,PA,DOYLESTOWN,2014-08-21,2013-03-25,True
"Neurotrope, Inc.",0001513856,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2011-03-07,2011-01-11,True
"NexImmune, Inc.",0001538210,2834,Pharmaceutical Preparations,NEXI,OTC,MD,GAITHERSBURG,2021-01-19,2011-06-01,True
"NextCure, Inc.",0001661059,2834,Pharmaceutical Preparations,NXTC,Nasdaq,MD,BELTSVILLE,2019-04-12,2015-09-01,True
NEXUS BIOPHARMA INC,0001424151,2834,Pharmaceutical Preparations,,,TX,HOUSTON,2008-04-24,2007-07-17,True
Nexvet Biopharma plc,0001618561,2834,Pharmaceutical Preparations,,,L2,"TULLAMORE , CO. OFFALY",2014-12-30,2010-02-01,True
NGM BIOPHARMACEUTICALS INC,0001426332,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,2018-09-28,2007-12-01,True
"Nkarta, Inc.",0001787400,2834,Pharmaceutical Preparations,NKTX,Nasdaq,CA,SOUTH SAN FRANCISCO,2020-06-19,2015-07-01,True
"Notable Labs, Ltd.",0001603207,2834,Pharmaceutical Preparations,,,CA,FOSTER CITY,2024-06-20,2014-06-01,True
"NRX Pharmaceuticals, Inc.",0001719406,2834,Pharmaceutical Preparations,NRXP,Nasdaq,DE,WILMINGTON,2017-10-13,2017-09-18,True
NUPATHE INC.,0001375200,2834,Pharmaceutical Preparations,,,PA,MALVERN,2010-05-14,2005-01-01,True
"Nuvalent, Inc.",0001861560,2834,Pharmaceutical Preparations,NUVL,Nasdaq,MA,CAMBRIDGE,2021-07-07,2017-01-01,True
Nuvation Bio Inc.,0001811063,2834,Pharmaceutical Preparations,NUVB,NYSE,NY,NEW YORK,2020-06-12,2020-04-01,True
"Nuvectis Pharma, Inc.",0001875558,2834,Pharmaceutical Preparations,NVCT,Nasdaq,NJ,FORT LEE,2021-10-06,2020-01-01,True
"NVN Liquidation, Inc.",0001467154,2834,Pharmaceutical Preparations,,,NC,PITTSBORO,2016-08-24,2006-01-01,True
"Ocean Biomedical Holdings, Inc.",0001836612,2834,Pharmaceutical Preparations,,,RI,PROVIDENCE,2021-06-09,2021-02-01,True
"Ocean Biomedical, Inc.",0001869974,2834,Pharmaceutical Preparations,OCEA,,NY,NEW YORK,2021-07-19,2021-06-01,True
"Odonate Therapeutics, Inc.",0001717452,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2017-11-13,2013-03-01,True
Old API Wind-down Ltd.,0001660719,2834,Pharmaceutical Preparations,,,A1,VANCOUVER,2015-12-31,2015-05-01,True
"Omthera Pharmaceuticals, Inc.",0001477598,2834,Pharmaceutical Preparations,,,NJ,NEW JERSEY,2013-03-11,2008-11-01,True
"Oncolix, Inc.",0001584137,2834,Pharmaceutical Preparations,,,TX,HOUSTON,2013-11-19,2013-06-01,True
OncoMed Pharmaceuticals Inc,0001302573,2834,Pharmaceutical Preparations,,,CA,REDWOOD CITY,2012-05-11,2004-07-01,True
"Onconetix, Inc.",0001782107,2834,Pharmaceutical Preparations,ONCO,Nasdaq,OH,CINCINNATI,2021-10-08,2018-10-01,True
"One World Products, Inc.",0001622244,2834,Pharmaceutical Preparations,OWPC,OTC,NV,LAS VEGAS,2014-11-24,2014-09-02,True
"OnKure Therapeutics, Inc.",0001637715,2834,Pharmaceutical Preparations,OKUR,Nasdaq,CO,BOULDER,2021-03-19,2014-01-01,True
"OPIANT PHARMACEUTICALS, INC.",0001385508,2834,Pharmaceutical Preparations,,,CA,SANTA MONICA,2016-04-04,2005-06-21,True
"OptiNose, Inc.",0001494650,2834,Pharmaceutical Preparations,,,PA,YARDLEY,2017-09-18,2010-05-01,True
Option Therapeutics Inc.,0002070577,2834,Pharmaceutical Preparations,,,NV,CARSON CITY,2026-01-26,2025-05-01,True
"Or-Ion Products, Inc.",0001452419,2834,Pharmaceutical Preparations,,,TX,IRVING,2008-12-17,2008-07-09,True
ORAMED PHARMACEUTICALS INC.,0001176309,2834,Pharmaceutical Preparations,ORMP,Nasdaq,NY,NEW YORK,2010-01-11,2002-04-12,True
"Orexigen Therapeutics, Inc.",0001382911,2834,Pharmaceutical Preparations,,,CA,LA JOLLA,2006-12-19,2002-09-01,True
"Oric Pharmaceuticals, Inc.",0001796280,2834,Pharmaceutical Preparations,ORIC,Nasdaq,CA,SOUTH SAN FRANCISCO,2020-02-28,2014-08-01,True
"Osteologix, Inc.",0001278129,2834,Pharmaceutical Preparations,,,VA,GLEN ALLEN,2008-05-16,2003-01-01,True
"OTONOMY, INC.",0001493566,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2014-07-11,2008-01-01,True
"Oxeia Biopharmaceuticals, Inc.",0001610315,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2022-04-14,2014-03-19,True
"PALVELLA THERAPEUTICS, INC.",0001583648,2834,Pharmaceutical Preparations,PVLA,Nasdaq,PA,WAYNE,2013-08-20,2013-05-24,True
"Pandion Therapeutics, Inc.",0001807901,2834,Pharmaceutical Preparations,,,MA,WATERTOWN,2020-06-26,2017-01-01,True
"PARDES BIOSCIENCES, INC.",0001822711,2834,Pharmaceutical Preparations,,,CA,CARLSBAD,2021-01-26,2011-01-01,True
Patheon N.V.,0001643848,2834,Pharmaceutical Preparations,,,P7,AMSTERDAM SCHIPHOL,2015-06-08,2014-03-11,True
PDS Biotechnology Corp,0001472091,2834,Pharmaceutical Preparations,PDSB,Nasdaq,NJ,PRINCETON,2015-08-14,2009-01-01,True
PENINSULA PHARMACEUTICALS INC,0001145975,2834,Pharmaceutical Preparations,,,CA,ALAMEDA,2003-12-16,2001-02-01,True
PepGen Inc.,0001835597,2834,Pharmaceutical Preparations,PEPG,Nasdaq,MA,BOSTON,2022-04-15,2021-11-01,True
PERFORMANCE HEALTH HOLDINGS CORP.,0001612047,2834,Pharmaceutical Preparations,,,OH,AKRON,2016-04-22,2012-10-01,True
"Pernix Sleep, Inc.",0001339455,2834,Pharmaceutical Preparations,,,CA,SOLANA BEACH,2005-10-07,2003-08-01,True
Pfenex Inc.,0001478121,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2014-06-05,2005-01-01,True
"PharMEDium Healthcare Holdings, Inc.",0001598816,2834,Pharmaceutical Preparations,,,IL,LAKE FOREST,2015-08-31,2013-12-01,True
"PHASERX, INC.",0001429386,2834,Pharmaceutical Preparations,,,WA,SEATTLE,2016-04-18,2006-03-09,True
"Phathom Pharmaceuticals, Inc.",0001783183,2834,Pharmaceutical Preparations,PHAT,Nasdaq,NJ,FLORHAM PARK,2019-09-30,2018-01-01,True
Phenomix CORP,0001424342,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2008-01-25,2004-12-23,True
"PLIANT THERAPEUTICS, INC.",0001746473,2834,Pharmaceutical Preparations,PLRX,Nasdaq,CA,SOUTH SAN FRANCISCO,2020-05-11,2015-06-01,True
PLX PHARMA INC.,0001291520,2834,Pharmaceutical Preparations,,,TX,HOUSTON,2015-10-05,2011-09-12,True
PLx Pharma Winddown Corp.,0001497504,2834,Pharmaceutical Preparations,,,NJ,SPARTA,2014-02-06,2010-01-01,True
PMGC Holdings Inc.,0001840563,2834,Pharmaceutical Preparations,ELAB,Nasdaq,,VANCOUVER,2023-09-29,2020-06-01,True
"PMV Pharmaceuticals, Inc.",0001699382,2834,Pharmaceutical Preparations,PMVP,Nasdaq,NJ,PRINCETON,2020-09-04,2013-03-01,True
"Polomar Health Services, Inc.",0001265521,2834,Pharmaceutical Preparations,PMHS,OTC,FL,PALM HARBOR,2008-07-21,2000-09-14,True
"POLYMEDIX, INC",0001341843,2834,Pharmaceutical Preparations,,,PA,RADNOR,2008-05-21,2002-08-08,True
PORTOLA PHARMACEUTICALS INC,0001269021,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,2013-04-12,2003-09-01,True
"Praxis Precision Medicines, Inc.",0001689548,2834,Pharmaceutical Preparations,PRAX,Nasdaq,MA,BOSTON,2020-09-25,2019-01-01,True
PREDIX PHARMACEUTICALS HOLDINGS INC,0001044487,2834,Pharmaceutical Preparations,,,MA,LEXINGTON,2005-08-03,2000-01-01,True
Prelude Therapeutics Inc,0001678660,2834,Pharmaceutical Preparations,PRLD,Nasdaq,DE,WILMINGTON,2020-09-04,2016-02-01,True
"Prescott Holdings, Inc.",0001511091,2834,Pharmaceutical Preparations,,,TN,FRANKLIN,2011-05-16,2010-12-07,True
PRESTWICK PHARMACEUTICALS INC,0001222761,2834,Pharmaceutical Preparations,,,DC,WASHINGTON DC,2005-04-22,2002-11-01,True
Primus Therapeutics Inc.,0001501467,2834,Pharmaceutical Preparations,,,NJ,SKILLMAN,2011-02-10,2010-04-21,True
Principia Biopharma Inc.,0001510487,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,2018-08-17,2018-04-01,True
PRO NUTRISOURCE INC.,0001469289,2834,Pharmaceutical Preparations,,,A8,LONGUEUIL,2009-08-03,2009-02-20,True
