name,cik,sic_code,sic_description,ticker,exchange,state,city,s1_filing_date,founding_date,founded_since_2000
CADENCE PHARMACEUTICALS INC,0001333248,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2006-07-17,2004-05-01,True
"Cadrenal Therapeutics, Inc.",0001937993,2834,Pharmaceutical Preparations,CVKD,Nasdaq,FL,PONTE VEDRA,2022-09-22,,
"CalciMedica, Inc.",0001534133,2834,Pharmaceutical Preparations,CALC,Nasdaq,CA,LA JOLLA,2020-09-04,2011-05-01,True
"Calithera Biosciences, Inc.",0001496671,2834,Pharmaceutical Preparations,CALA,OTC,CA,SOUTH SAN FRANCISCO,2014-08-25,2010-03-01,True
Camp4 Therapeutics Corp,0001736730,2834,Pharmaceutical Preparations,CAMP,Nasdaq,MA,CAMBRIDGE,2024-09-20,,
"Cancer Prevention Pharmaceuticals, Inc.",0001471002,2834,Pharmaceutical Preparations,,,AZ,TUCSON,2015-12-23,2009-12-01,True
"CANNAPHARMARX, INC.",0001081938,2834,Pharmaceutical Preparations,CPMD,OTC,,MOUNTAIN VIEW COUNTY,2000-04-14,,
"CANNAPOWDER, INC.",0001086082,2834,Pharmaceutical Preparations,,,L3,"TEL AVIV,",2018-12-11,,
Cantabio Pharmaceuticals Inc.,0001550518,2834,Pharmaceutical Preparations,,,CA,PALO ALTO,2012-05-23,2012-02-06,True
"CAPRICOR THERAPEUTICS, INC.",0001133869,2834,Pharmaceutical Preparations,CAPR,Nasdaq,CA,SAN DIEGO,2011-07-22,,
"CARDAX, INC.",0001544238,2834,Pharmaceutical Preparations,,,HI,HONOLULU,2012-05-29,2003-07-07,True
"CardioVascular BioTherapeutics, Inc.",0001303497,2834,Pharmaceutical Preparations,,,NV,LAS VEGAS,2004-09-23,1998-03-01,False
Carisma Therapeutics Inc.,0001485003,2834,Pharmaceutical Preparations,CARM,OTC,PA,PHILADELPHIA,2013-12-30,,
Carmot Therapeutics Inc.,0001490109,2834,Pharmaceutical Preparations,,,CA,BERKELEY,2023-11-17,,
"Cartesian Therapeutics, Inc.",0001453687,2834,Pharmaceutical Preparations,RNAC,Nasdaq,MD,FREDERICK,2016-05-24,1998-01-01,False
CASSAVA SCIENCES INC,0001069530,2834,Pharmaceutical Preparations,SAVA,Nasdaq,TX,AUSTIN,2018-12-18,,
"Castle Creek Biosciences, Inc.",0001756702,2834,Pharmaceutical Preparations,,,NJ,PARSIPPANY,2021-07-16,2015-08-01,True
"Cavit Sciences, Inc.",0001368502,2834,Pharmaceutical Preparations,,,NJ,PATERSON,2008-06-11,2006-04-12,True
CDT Equity Inc.,0001896212,2834,Pharmaceutical Preparations,CDT,Nasdaq,FL,NAPLES,2022-01-06,2021-10-01,True
Celator Pharmaceuticals Inc,0001327467,2834,Pharmaceutical Preparations,,,NJ,PRINCETON,2013-05-31,1999-01-01,False
CELL PATHWAYS INC,0000925732,2834,Pharmaceutical Preparations,,,PA,HORSHAM,1997-10-09,,
"Cell Source, Inc.",0001569340,2834,Pharmaceutical Preparations,CLCS,OTC,NY,NEW YORK,2013-03-05,2012-06-06,True
"Cellectar Biosciences, Inc.",0001279704,2834,Pharmaceutical Preparations,CLRB,Nasdaq,NJ,FLORHAM PARK,2011-07-01,,
Celularity Inc,0001752828,2834,Pharmaceutical Preparations,CELU,Nasdaq,NJ,FLORHAM PARK,2019-04-26,2018-08-01,True
CEN BIOTECH INC,0001653821,2834,Pharmaceutical Preparations,,,A6,WINDSOR,2020-06-19,2016-05-13,True
CENTAUR PHARMACEUTICALS INC,0000911369,2834,Pharmaceutical Preparations,,,CA,SUNNYVALE,1998-06-18,,
Centessa Pharmaceuticals plc,0001847903,2834,Pharmaceutical Preparations,CNTA,Nasdaq,X0,"ALTRINCHAM, CHESHIRE",2021-04-21,2020-10-01,True
Centrexion Therapeutics Corp,0001592052,2834,Pharmaceutical Preparations,,,MA,BOSTON,2018-10-19,2000-01-01,True
"Cerevel Therapeutics Holdings, Inc.",0001805387,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2020-05-19,,
CervoMed Inc.,0001053691,2834,Pharmaceutical Preparations,CRVO,Nasdaq,MA,BOSTON,2011-08-12,1998-11-23,False
"Checkpoint Therapeutics, Inc.",0001651407,2834,Pharmaceutical Preparations,,,MA,WALTHAM,2017-03-21,2014-11-01,True
"CHEMBIO DIAGNOSTICS, INC.",0001092662,2834,Pharmaceutical Preparations,,,NY,HAUPPAUGE,2010-03-25,,
"ChemoCentryx, Inc.",0001340652,2834,Pharmaceutical Preparations,,,CA,SAN CARLOS,2007-11-09,1997-01-01,False
Chemomab Therapeutics Ltd.,0001534248,2834,Pharmaceutical Preparations,CMMB,Nasdaq,,TEL AVIV,2023-01-13,2011-09-22,True
"CHIASMA, INC",0001339469,2834,Pharmaceutical Preparations,,,MA,NEEDHAM,2015-06-15,,
CHIMERIX INC,0001117480,2834,Pharmaceutical Preparations,,,NC,DURHAM,2013-03-08,2000-04-01,True
"China Kangtai Cactus Bio-tech, Inc.",0001017699,2834,Pharmaceutical Preparations,,,F4,"HARBIN, HEILONGJIANG PROVINCE,",2008-05-07,,
"CHINA PEDIATRIC PHARMACEUTICALS, INC.",0001354071,2834,Pharmaceutical Preparations,,,F4,"XIAN, SHAANXI PROVINCE",2010-01-28,2008-06-27,True
"CHINA PHARMA HOLDINGS, INC.",0001106644,2834,Pharmaceutical Preparations,CPHI,NYSE,F4,HAINAN PROVINCE,2008-07-11,1999-01-28,False
China Pharmaceuticals Inc,0001341808,2834,Pharmaceutical Preparations,,,F4,XIAN CITY,2010-07-20,2008-05-29,True
"China Polypeptide Group, Inc.",0001435530,2834,Pharmaceutical Preparations,,,F4,WUHA,2008-05-23,2007-03-01,True
"China QinBa Pharmaceuticals, Inc.",0001452777,2834,Pharmaceutical Preparations,,,F4,XIAN CITY,2009-01-02,,
"CHINA SKY ONE MEDICAL, INC.",0000798985,2834,Pharmaceutical Preparations,,,F4,HARBIN,2008-04-11,1986-02-07,False
"CHINOOK THERAPEUTICS, INC.",0001435049,2834,Pharmaceutical Preparations,,,WA,SEATTLE,2015-03-11,2000-01-01,True
CHIREX INC,0001005407,2834,Pharmaceutical Preparations,,,CT,STAMFORD,1997-02-26,,
Chrome Holding Co.,0001804591,2834,Pharmaceutical Preparations,MEHCQ,NYS,CA,SAN FRANCISCO,2020-09-16,2020-02-19,True
CIMA LABS INC,0000833298,2834,Pharmaceutical Preparations,,,MN,EDEN PRAIRIE,1996-05-08,,
"CinCor Pharma, Inc.",0001868734,2834,Pharmaceutical Preparations,,,MA,WALTHAM,2021-12-17,2018-03-01,True
Cingulate Inc.,0001862150,2834,Pharmaceutical Preparations,CING,Nasdaq,KS,KANSAS CITY,2021-09-09,2012-12-14,True
"Cirius Therapeutics, Inc.",0001702956,2834,Pharmaceutical Preparations,,,MI,GRAND RAPIDS,2019-01-11,2015-11-01,True
"CITIUS ONCOLOGY, INC.",0001851484,2834,Pharmaceutical Preparations,CTOR,Nasdaq,NJ,CRANFORD,2021-05-19,2021-03-01,True
"Citius Pharmaceuticals, Inc.",0001506251,2834,Pharmaceutical Preparations,CTXR,Nasdaq,NJ,CRANFORD,2010-11-23,2010-09-09,True
CLARUS THERAPEUTICS INC,0001286162,2834,Pharmaceutical Preparations,,,,,2010-11-19,2003-06-01,True
"Clearside Biomedical, Inc.",0001539029,2834,Pharmaceutical Preparations,CLSDQ,OTC,GA,ALPHARETTA,2016-01-08,2015-12-01,True
Clene Inc.,0001822791,2834,Pharmaceutical Preparations,CLNN,Nasdaq,UT,SALT LAKE CITY,2021-02-17,,
Clever Leaves Holdings Inc.,0001819615,2834,Pharmaceutical Preparations,CLVR,OTC,F8,TOCANCIPA - CUNDINAMARCA,2021-01-20,2017-01-01,True
"Climb Bio, Inc.",0001768446,2834,Pharmaceutical Preparations,CLYM,Nasdaq,MA,WELLESLEY HILLS,2021-07-16,2018-10-01,True
"Clovis Oncology, Inc.",0001466301,2834,Pharmaceutical Preparations,,,CO,BOULDER,2011-06-23,2009-04-01,True
CNBX Pharmaceuticals Inc.,0001343009,2834,Pharmaceutical Preparations,CNBX,OTC,MD,BETHESDA,2013-12-11,2004-09-15,True
"CNS Pharmaceuticals, Inc.",0001729427,2834,Pharmaceutical Preparations,CNSP,Nasdaq,TX,HOUSTON,2019-06-28,2017-07-01,True
"Cocrystal Pharma, Inc.",0001412486,2834,Pharmaceutical Preparations,COCP,Nasdaq,WA,BOTHELL,2011-09-21,,
Coeptis Therapeutics Inc.,0001819663,2834,Pharmaceutical Preparations,,,PA,WEXFORD,2022-02-04,2018-11-01,True
"Cogent Biosciences, Inc.",0001622229,2834,Pharmaceutical Preparations,COGT,Nasdaq,MA,WALTHAM,2018-03-02,2014-03-01,True
"CohBar, Inc.",0001522602,2834,Pharmaceutical Preparations,,,CA,MENLO PARK,2014-11-10,1997-01-01,False
"CoLabs Int'l, Corp.",0001584879,2834,Pharmaceutical Preparations,,,CA,HUNTINGTON BEACH,2023-03-27,2008-08-05,True
"Coley Pharmaceutical Group, Inc.",0001319197,2834,Pharmaceutical Preparations,,,MA,WELLESLEY,2005-04-20,1997-03-17,False
COLLAGENEX PHARMACEUTICALS INC,0001012270,2834,Pharmaceutical Preparations,,,PA,NEWTON,1997-03-28,,
"COLLEGIUM PHARMACEUTICAL, INC",0001267565,2834,Pharmaceutical Preparations,COLL,Nasdaq,MA,STOUGHTON,2015-04-02,2002-04-01,True
"CoLucid Pharmaceuticals, Inc.",0001348649,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2015-03-30,,
"Comera Life Sciences Holdings, Inc.",0001907685,2834,Pharmaceutical Preparations,CMRA,OTC,MA,WOBURN,2022-05-05,2014-01-01,True
"CONCERT PHARMACEUTICALS, INC.",0001367920,2834,Pharmaceutical Preparations,,,MA,LEXINGTON,2014-01-13,,
CONNETICS CORP,0001004960,2834,Pharmaceutical Preparations,,,CA,PALO ALTO,1997-11-26,,
CONSTELLATION PHARMACEUTICALS INC,0001434418,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2018-06-22,2008-01-01,True
Context Therapeutics Inc.,0001842952,2834,Pharmaceutical Preparations,CNTX,Nasdaq,PA,PHILADELPHIA,2021-05-27,2017-12-01,True
"Contineum Therapeutics, Inc.",0001855175,2834,Pharmaceutical Preparations,CTNM,Nasdaq,CA,SAN DIEGO,2024-03-15,2017-05-01,True
CONTRAFECT Corp,0001478069,2834,Pharmaceutical Preparations,,,NY,YONKERS,2014-04-18,,
CONTROL DELIVERY SYSTEMS INC/MA,0001123959,2834,Pharmaceutical Preparations,,,MA,WATERTOWN,2000-12-15,,
"Corbus Pharmaceuticals Holdings, Inc.",0001595097,2834,Pharmaceutical Preparations,CRBP,Nasdaq,MA,NORWOOD,2014-09-03,2009-04-24,True
"Corium International, Inc.",0001594337,2834,Pharmaceutical Preparations,,,CA,MENLO PARK,2014-03-03,,
CORNERSTONE THERAPEUTICS INC,0001145404,2834,Pharmaceutical Preparations,,,NC,CARY,2004-03-19,2000-07-01,True
CORUS PHARMA INC,0001143714,2834,Pharmaceutical Preparations,,,WA,SEATTLE,2004-08-27,2001-01-02,True
CORVAS INTERNATIONAL INC,0000882100,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,1996-06-24,,
"Corvus Pharmaceuticals, Inc.",0001626971,2834,Pharmaceutical Preparations,CRVS,Nasdaq,CA,BURLINGAME,2016-01-04,,
COULTER PHARMACEUTICALS INC,0000942416,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,1996-12-11,,
"Coya Therapeutics, Inc.",0001835022,2834,Pharmaceutical Preparations,COYA,Nasdaq,TX,HOUSTON,2022-11-18,2020-04-30,True
CQENS Technologies Inc.,0001479915,2834,Pharmaceutical Preparations,,,MN,MINNEAPOLIS,2010-03-29,2002-01-01,True
CRESCENDO PHARMACEUTICALS CORP,0001042138,2834,Pharmaceutical Preparations,,,CA,PALO ALTO,1997-07-15,,
"CRESCENT BIOPHARMA, INC.",0001253689,2834,Pharmaceutical Preparations,CBIO,Nasdaq,MA,WALTHAM,2013-10-04,2003-04-04,True
"Crinetics Pharmaceuticals, Inc.",0001658247,2834,Pharmaceutical Preparations,CRNX,Nasdaq,CA,SAN DIEGO,2018-06-22,,
"Cryoport, Inc.",0001124524,2834,Pharmaceutical Preparations,CYRX,Nasdaq,TN,BRENTWOOD,2008-07-14,,
"Cue Biopharma, Inc.",0001645460,2834,Pharmaceutical Preparations,CUE,Nasdaq,MA,BOSTON,2017-09-21,2011-01-01,True
CUMBERLAND PHARMACEUTICALS INC,0001087294,2834,Pharmaceutical Preparations,CPIX,Nasdaq,TN,"NASHVILLE,",2009-07-29,2006-09-01,True
Curanex Pharmaceuticals Inc,0002025942,2834,Pharmaceutical Preparations,CURX,Nasdaq,NY,JERICHO,2024-10-16,2018-06-01,True
CURAXIS PHARMACEUTICAL Corp,0001170723,2834,Pharmaceutical Preparations,,,2Q,ALPHARETTA,2005-09-09,2001-02-01,True
CURAXIS PHARMACEUTICAL Corp,0001434893,2834,Pharmaceutical Preparations,,,NC,RALEIGH,2008-05-15,2008-02-01,True
CUTANEA LIFE SCIENCES INC,0001374049,2834,Pharmaceutical Preparations,,,PA,WAYNE,2010-08-12,2005-05-01,True
"CV Sciences, Inc.",0001510964,2834,Pharmaceutical Preparations,CVSI,OTC,CA,SAN DIEGO,2011-03-31,2010-12-09,True
"Cyclerion Therapeutics, Inc.",0001755237,2834,Pharmaceutical Preparations,CYCN,Nasdaq,MA,CAMBRIDGE,2019-04-18,2013-09-01,True
"CyDex Pharmaceuticals, Inc.",0001036279,2834,Pharmaceutical Preparations,,,KS,LENEXA,2008-03-12,,
"CymaBay Therapeutics, Inc.",0001042074,2834,Pharmaceutical Preparations,,,CA,NEWARK,2013-11-29,,
CYPHERPUNK TECHNOLOGIES INC.,0001509745,2834,Pharmaceutical Preparations,CYPH,Nasdaq,MA,CAMBRIDGE,2019-07-31,,
"Cyteir Therapeutics, Inc.",0001662244,2834,Pharmaceutical Preparations,,,MA,STONEHAM,2021-05-28,2020-09-01,True
CytoDyn Inc.,0001175680,2834,Pharmaceutical Preparations,CYDY,OTC,WA,VANCOUVER,2015-06-08,,
CYTOGEN CORP,0000725058,2834,Pharmaceutical Preparations,,,NJ,PRINCETON,1998-11-25,,
"CytomX Therapeutics, Inc.",0001501989,2834,Pharmaceutical Preparations,CTMX,Nasdaq,CA,SOUTH SAN FRANCISCO,2015-08-28,2010-09-01,True
Dance Biopharm Inc.,0001596126,2834,Pharmaceutical Preparations,,,CA,BRISBANE,2014-04-09,2009-02-01,True
"Dare Bioscience, Inc.",0001401914,2834,Pharmaceutical Preparations,DARE,Nasdaq,CA,SAN DIEGO,2014-03-10,,
"Day One Biopharmaceuticals, Inc.",0001845337,2834,Pharmaceutical Preparations,DAWN,Nasdaq,CA,BRISBANE,2021-05-04,2018-11-01,True
"Decibel Therapeutics, Inc.",0001656536,2834,Pharmaceutical Preparations,,,MA,BOSTON,2021-01-22,,
"Deciphera Pharmaceuticals, Inc.",0001654151,2834,Pharmaceutical Preparations,,,MA,WALTHAM,2017-09-01,2016-06-01,True
DEPOTECH CORP,0000931686,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,1996-07-10,,
"Dermata Therapeutics, Inc.",0001853816,2834,Pharmaceutical Preparations,DRMA,Nasdaq,CA,SAN DIEGO,2021-06-10,,
Dermavant Sciences Ltd,0001753483,2834,Pharmaceutical Preparations,,,AZ,PHOENIX,2019-05-24,2016-03-01,True
"Dermira, Inc.",0001557883,2834,Pharmaceutical Preparations,,,CA,MENLO PARK,2014-08-27,2010-08-01,True
"Design Therapeutics, Inc.",0001807120,2834,Pharmaceutical Preparations,DSGN,Nasdaq,CA,CARLSBAD,2021-03-05,2017-12-01,True
DEY INC,0001066046,2834,Pharmaceutical Preparations,,,CA,NAPPA,1998-07-24,,
"Diadexus, Inc.",0001036968,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,1999-05-07,,
DiaMedica Therapeutics Inc.,0001401040,2834,Pharmaceutical Preparations,DMAC,Nasdaq,MN,MINNEAPOLIS,2018-11-09,,
"Dianthus Therapeutics, Inc. /DE/",0001690585,2834,Pharmaceutical Preparations,DNTH,Nasdaq,NY,NEW YORK,2018-05-24,,
"DICE Therapeutics, Inc.",0001645569,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,2021-08-25,2013-11-01,True
Dicerna Pharmaceuticals Inc,0001399529,2834,Pharmaceutical Preparations,,,MA,LEXINGTON,2013-12-31,2006-10-01,True
"Disc Medicine, Inc.",0001816736,2834,Pharmaceutical Preparations,IRON,Nasdaq,MA,WATERTOWN,2020-07-24,2020-06-01,True
DMK PHARMACEUTICALS Corp,0000887247,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2013-08-23,,
"DNIB UNWIND, INC.",0001385228,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2013-08-12,2006-05-01,True
"Dogwood Therapeutics, Inc.",0001818844,2834,Pharmaceutical Preparations,DWTX,Nasdaq,GA,ALPHARETTA,2020-08-28,2007-01-01,True
Dova Pharmaceuticals Inc.,0001685071,2834,Pharmaceutical Preparations,,,NC,DURHAM,2017-06-02,2016-03-01,True
DURA PHARMACEUTICALS INC,0000882098,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,1997-10-10,,
"Durata Therapeutics, Inc.",0001544116,2834,Pharmaceutical Preparations,,,IL,CHICAGO,2012-03-22,,
"Dyne Therapeutics, Inc.",0001818794,2834,Pharmaceutical Preparations,DYN,Nasdaq,MA,WALTHAM,2020-08-25,,
"EAGLE PHARMACEUTICALS, INC.",0000827871,2834,Pharmaceutical Preparations,,,NJ,WOODCLIFF LAKE,2013-12-20,2007-01-01,True
EARTH DRAGON RESOURCES INC.,0001441247,2834,Pharmaceutical Preparations,,,M0,TOKYO,2008-07-30,2007-10-23,True
"Earth Science Tech, Inc.",0001538495,2834,Pharmaceutical Preparations,ETST,OTC,FL,MIAMI,2012-02-01,2010-04-23,True
"Edesa Biotech, Inc.",0001540159,2834,Pharmaceutical Preparations,EDSA,Nasdaq,,MARKHAM,2018-04-17,,
"Edgewise Therapeutics, Inc.",0001710072,2834,Pharmaceutical Preparations,EWTX,Nasdaq,CO,BOULDER,2021-03-05,2017-01-01,True
"eFFECTOR Therapeutics, Inc.",0001828522,2834,Pharmaceutical Preparations,EFTR,OTC,CA,SOLANA BEACH,2020-12-18,1999-01-01,False
"Eidos Therapeutics, Inc.",0001731831,2834,Pharmaceutical Preparations,,,CA,SAN FRANCISCO,2018-05-25,2013-01-01,True
Elanco Animal Health Inc,0001739104,2834,Pharmaceutical Preparations,ELAN,NYSE,IN,INDIANAPOLIS,2018-08-02,1954-01-01,False
ELECTROPHARMACOLOGY INC,0000934849,2834,Pharmaceutical Preparations,,,CA,BERKELEY,1998-11-09,,
"Eledon Pharmaceuticals, Inc.",0001404281,2834,Pharmaceutical Preparations,ELDN,Nasdaq,CA,IRVINE,2014-08-11,,
Eleison Pharmaceuticals Inc,0001880047,2834,Pharmaceutical Preparations,,,NJ,PRINCETON,2022-01-24,1983-01-01,False
"Elicio Therapeutics, Inc.",0001555192,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2021-06-28,,
"Elicio Therapeutics, Inc.",0001601485,2834,Pharmaceutical Preparations,ELTX,Nasdaq,MA,BOSTON,2014-04-14,2011-06-01,True
ELITE PHARMACEUTICALS INC /NV/,0001053369,2834,Pharmaceutical Preparations,ELTP,OTC,NJ,NORTHVALE,2005-04-27,1997-10-01,False
ELITRA PHARMACEUTICALS INC,0001065766,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2000-09-05,,
"Elixir Pharmaceuticals, Inc.",0001175784,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2007-09-21,1999-01-01,False
Emergent BioSolutions Inc.,0001367644,2834,Pharmaceutical Preparations,EBS,NYSE,MD,GAITHERSBURG,2024-11-12,1998-05-01,False
EMISPHERE TECHNOLOGIES INC,0000805326,2834,Pharmaceutical Preparations,,,NJ,CEDAR KNOLLS,2010-09-15,,
"Emmaus Life Sciences, Inc.",0000822370,2834,Pharmaceutical Preparations,EMMA,OTC,CA,TORRANCE,2010-02-01,2000-01-11,True
ENANTA PHARMACEUTICALS INC,0001177648,2834,Pharmaceutical Preparations,ENTA,Nasdaq,MA,WATERTOWN,2012-11-06,1997-01-01,False
ENDEAVOR PHARMACEUTICALS INC,0001123624,2834,Pharmaceutical Preparations,,,NC,WILMINGTON,2002-05-03,1992-01-01,False
Endo LP,0002008861,2834,Pharmaceutical Preparations,,,PA,MALVERN,2024-07-12,,
ENDOCYTE INC,0001235007,2834,Pharmaceutical Preparations,,,IN,WEST LAFAYETTE,2010-08-17,1995-12-01,False
"Enliven Therapeutics, Inc.",0001672619,2834,Pharmaceutical Preparations,ELVN,Nasdaq,CO,BOULDER,2020-02-14,2016-01-01,True
"Ensysce Biosciences, Inc.",0001716947,2834,Pharmaceutical Preparations,ENSC,Nasdaq,CA,LA JOLLA,2017-11-03,2013-01-01,True
Entasis Therapeutics Holdings Inc.,0001724344,2834,Pharmaceutical Preparations,,,MA,WALTHAM,2018-08-17,2015-05-01,True
"Enterologics, Inc.",0001483731,2834,Pharmaceutical Preparations,,,MN,ST. PAUL,2010-02-17,2009-09-02,True
"ENTEST GROUP, INC.",0001449447,2834,Pharmaceutical Preparations,,,F4,SHENZHEN,2008-11-04,2008-09-24,True
"Entrada Therapeutics, Inc.",0001689375,2834,Pharmaceutical Preparations,TRDA,Nasdaq,MA,BOSTON,2021-10-08,,
"Enumeral Biomedical Holdings, Inc.",0001561551,2834,Pharmaceutical Preparations,,,MA,ARLINGTON,2013-01-04,2012-02-01,True
"Enveric Biosciences, Inc.",0000890821,2834,Pharmaceutical Preparations,ENVB,Nasdaq,MA,CAMBRIDGE,2002-05-29,1996-06-01,False
EnzymeBioSystems,0001471968,2834,Pharmaceutical Preparations,,,NV,LAS VEGAS,2009-09-28,2009-06-26,True
EnzymeBioSystems/Old,0001468135,2834,Pharmaceutical Preparations,,,OH,CHAGRIN FALLS,2009-07-17,2009-06-26,True
"EOM Pharmaceutical Holdings, Inc.",0000822411,2834,Pharmaceutical Preparations,IMUC,OTC,CA,WESTLAKE VILLAGE,2008-04-16,,
EON LABS INC,0001168061,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2002-03-01,1992-01-01,False
"EPIRUS Biopharmaceuticals, Inc.",0001135906,2834,Pharmaceutical Preparations,,,MA,BOSTON,2004-12-10,2001-01-01,True
"EPIX Pharmaceuticals, Inc.",0001027702,2834,Pharmaceutical Preparations,,,MA,LEXINGTON,1996-12-10,,
"Epizyme, Inc.",0001571498,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2013-04-18,,
"EQRx, Inc.",0001843762,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2021-02-25,,
"Equillium, Inc.",0001746466,2834,Pharmaceutical Preparations,EQ,Nasdaq,CA,LA JOLLA,2018-09-17,2017-03-01,True
"Erasca, Inc.",0001761918,2834,Pharmaceutical Preparations,ERAS,Nasdaq,CA,SAN DIEGO,2021-06-25,,
ERGO SCIENCE CORP,0001002212,2834,Pharmaceutical Preparations,,,MA,NORTH ANDOVER,1996-07-18,,
Ernexa Therapeutics Inc.,0000748592,2834,Pharmaceutical Preparations,ERNA,Nasdaq,MA,CAMBRIDGE,2021-04-30,,
ESPERION THERAPEUTICS INC/MI,0001066745,2834,Pharmaceutical Preparations,,,MI,ANN ARBOR,2000-02-24,,
"Esperion Therapeutics, Inc.",0001434868,2834,Pharmaceutical Preparations,ESPR,Nasdaq,MI,ANN ARBOR,2013-05-14,2008-01-01,True
ESSENTIAL THERAPEUTICS INC,0001010915,2834,Pharmaceutical Preparations,,,MA,WALTHAM,1996-05-14,,
"Eton Pharmaceuticals, Inc.",0001710340,2834,Pharmaceutical Preparations,ETON,Nasdaq,IL,DEER PARK,2018-08-10,2017-04-01,True
"Euthymics Bioscience, Inc.",0001066833,2834,Pharmaceutical Preparations,,,MA,BRAINTREE,2002-01-28,1995-05-01,False
"Evelo Biosciences, Inc.",0001694665,2834,Pharmaceutical Preparations,EVLO,OTC,MA,FOXBORO,2018-04-13,,
"Evofem Biosciences, Inc.",0001618835,2834,Pharmaceutical Preparations,EVFM,OTC,CA,SAN DIEGO,2014-10-17,2007-02-01,True
Evoke Pharma Inc,0001403708,2834,Pharmaceutical Preparations,EVOK,Nasdaq,CA,SOLANA BEACH,2013-05-24,2007-01-01,True
"Evolus, Inc.",0001570562,2834,Pharmaceutical Preparations,EOLS,Nasdaq,CA,NEWPORT BEACH,2018-01-09,2012-11-01,True
"Evommune, Inc.",0002044725,2834,Pharmaceutical Preparations,EVMN,NYSE,CA,PALO ALTO,2025-10-09,,
"EXICURE, INC.",0001698530,2834,Pharmaceutical Preparations,XCUR,Nasdaq,IL,CHICAGO,2017-11-28,2017-02-06,True
"Exxel Pharma, INC.",0002046638,2834,Pharmaceutical Preparations,,,,VANCOUVER,2025-09-19,,
EYETECH PHARMACEUTICALS INC,0001115285,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2003-09-12,,
"F-star Therapeutics, Inc.",0001566373,2834,Pharmaceutical Preparations,,,X0,CAMBRIDGE,2016-01-05,,
F3 Platform Biologics INC,0001786888,2834,Pharmaceutical Preparations,,,GA,ATLANTA,2023-06-20,,
Felicitex Therapeutics Inc.,0001912287,2834,Pharmaceutical Preparations,,,MA,NATICK,2022-08-10,2012-01-01,True
"FibroBiologics, Inc.",0001958777,2834,Pharmaceutical Preparations,FBLG,Nasdaq,TX,HOUSTON,2023-11-07,2021-04-01,True
"Fibrocell Science, Inc.",0000357097,2834,Pharmaceutical Preparations,,,PA,EXTON,2009-11-27,,
"FIRST CHINA PHARMACEUTICAL GROUP, INC.",0001432254,2834,Pharmaceutical Preparations,,,F4,"KUNMING CITY, YUNNAN PROVINCE",2008-05-28,2007-07-31,True
"FIVE PRIME THERAPEUTICS, INC.",0001175505,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,2013-07-26,,
Flexion Therapeutics Inc,0001419600,2834,Pharmaceutical Preparations,,,MA,BURLINGTON,2014-01-08,2007-11-01,True
Foghorn Therapeutics Inc.,0001822462,2834,Pharmaceutical Preparations,FHTX,Nasdaq,MA,CAMBRIDGE,2020-10-02,2015-10-01,True
"Forte Biosciences, Inc.",0001419041,2834,Pharmaceutical Preparations,FBRX,Nasdaq,TX,DALLAS,2017-03-09,2007-08-01,True
"Fortress Biotech, Inc.",0001429260,2834,Pharmaceutical Preparations,FBIO,Nasdaq,FL,BAY HARBOR ISLANDS,2011-09-28,,
"Forty Seven, Inc.",0001667633,2834,Pharmaceutical Preparations,,,CA,MENLO PARK,2018-06-01,,
"Fulcrum Therapeutics, Inc.",0001680581,2834,Pharmaceutical Preparations,FULC,Nasdaq,MA,CAMBRIDGE,2019-06-21,2007-01-01,True
Fuss Brands Corp.,0000926844,2834,Pharmaceutical Preparations,FBDS,OTC,NY,NEW YORK,2000-08-04,,
"G1 Therapeutics, Inc.",0001560241,2834,Pharmaceutical Preparations,,,NC,RESEARCH TRIANGLE PARK,2017-04-13,,
"Gain Therapeutics, Inc.",0001819411,2834,Pharmaceutical Preparations,GANX,Nasdaq,MD,BETHESDA,2021-02-19,,
"Galecto, Inc.",0001800315,2834,Pharmaceutical Preparations,GLTO,Nasdaq,MA,BOSTON,2020-10-07,2019-10-01,True
"Galera Therapeutics, Inc.",0001563577,2834,Pharmaceutical Preparations,GRTX,OTC,PA,MALVERN,2019-10-11,2012-11-01,True
